Code,Description,Level
51281501,Ethambutol,4
51281502,Isoniazid,4
51283110,Clofazimine,4
51287004,Dapsone,4
51282901,Cinoxacin,4
51285907,Methenamine mandelate,4
51282951,Nalidixic acid,4
51172201,Pentosan polysulfate sodium,4
51340000,Antiviral drugs,2
51342901,Didanosine,4
51342902,Famciclovir,4
51343101,Idoxuridine,4
51343110,Lamivudine,4
51343002,Nevirapine,4
51342503,Ribavirin,4
51341604,Rimantadine hydrochloride,4
51343203,Ritonavir,4
51342310,Valacyclovir hydrochloride,4
51342904,Vidarabine,4
51343115,Zalcitabine,4
51110000,Antineoplastic agents,2
51112901,Amifostine,4
51112301,Busulfan,4
51112701,Carboplatin,4
51112601,Carmustine,4
51112505,Chlorambucil,4
51112507,Cyclophosphamide,4
51112402,Dacarbazine,4
51112510,Ifosfamide,4
51112513,Melphalan,4
51172324,Mesna,4
51113501,Pipobroman,4
51111600,Antimetabolites,3
51203402,Cladribine,4
51111602,Cytarabine,4
51442001,Fludarabine,4
51442004,Fluorouracil,4
51111606,Hydroxycarbamide or hydroxyurea,4
51203403,Mercaptopurine,4
51111610,Methotrexate,4
51111700,Antineoplastic antibiotics,3
51282001,Dactinomycin,4
51111704,Mitomycin,4
51111800,Hormones and antihormones,3
51111875,Anastrozole,4
51111802,Bicalutamide,4
51111803,Estramustine,4
51182027,Flutamide,4
51111805,Goserelin,4
51182035,Nilutamide,4
51111873,Tamoxifen,4
51111900,Natural antineoplastic products,3
51111901,Asparaginase,4
51101929,Docetaxel,4
51111904,Paclitaxel,4
51120000,Antiarrythmics and antianginals and cardioplegics and drugs for heart failure,2
51121500,Antiarrythmic agents,3
51124101,Adenosine,4
51124404,Digoxin,4
51191554,Isosorbide dinitrate,4
51411605,Glyceryl trinitrate or glyceryltrinitrate or nitroglycerin,4
51430000,Antihypertensive drugs,2
51432401,Captopril,4
51432805,Lisinopril,4
51433915,Felodipine,4
51431609,Verapamil,4
51431803,Methyldopa,4
51262002,Carvedilol,4
51320000,Antihyperlipidemic and hypocholesterolemic agents,2
51322704,Simvastatin,4
51130000,Hematolic drugs,2
51131500,Antianemic drugs,3
51191917,Ferrous sulfate,4
51131600,Anticoagulants,3
51131602,Heparin,4
51131604,Warfarin,4
51131700,Thrombolytic drugs and platelet aggregation inhibitors,3
51131701,Abciximab,4
51412702,Alteplase,4
51131703,Streptokinase,4
51140000,Central nervous system drugs,2
51141500,Anticonvulsants,3
51141501,Acetazolamide,4
51401516,Clonazepam,4
51141504,Lamotrigine,4
51361918,Phenobarbital,4
51141507,Phenytoin,4
51290000,Antidepressants,2
51292908,Mirtazapine,4
51294513,Paroxetine hydrochloride,4
51330000,Antipsychotics,2
51332501,Haloperidol,4
51401705,Olanzapine,4
51333601,Risperidone,4
51360000,Hypnotics,2
51361501,Chloral hydrate,4
51401550,Triazolam,4
51400000,Tranquilizers and antimanic and antianxiety drugs,2
51331901,Lithium carbonate,4
51381701,Acetaminophen or paracetamol,4
51381505,Mesalamine or mesalazine,4
51380000,Nonsteroidal anti inflammatory drugs NSAIDs,2
51384509,Ibuprofen,4
51384511,Ketoprofen,4
51384514,Naproxen,4
51382702,Sulindac,4
51372108,Oxycodone,4
51142300,Narcotic antagonists,3
51142302,Naloxone,4
51142400,Drugs used for vascular and migraine headaches,3
51142500,Antiparkinson drugs,3
51142501,Bromocriptine,4
51150000,Autonomic nervous system drugs,2
51151500,Cholinergic drugs and cholinesterase inhibitors,3
51151600,Cholinergic blocking agents,3
51151604,Trihexyphenidyl,4
51390000,Sympathomimetic or adrenergic drugs,2
51391703,Albuterol or salbutamol,4
51241131,Brimonidine tartrate,4
51260000,Adrenergic blocking agents,2
51263101,Atenolol,4
51151900,Centrally acting skeletal muscle relaxants,3
51151904,Methocarbamol,4
51152000,Neuromuscular blocking agents,3
51152004,Vecuronium,4
51160000,Drugs affecting the respiratory tract,2
51161500,Antiasthmatic drugs,3
51391602,Aminophylline,4
51393405,Theophylline,4
51310000,Antihistamines or H1 blockers,2
51171820,Dimenhydrinate,4
51312204,Loratadine,4
51161700,Drugs used for respiratory tract disorders,3
51162701,Acetylcysteine,4
51161702,Beractant,4
51421802,Budesonide,4
51161705,Ipratropium bromide,4
51161800,Cough and cold and antiallergy products,3
51162603,Benzonatate,4
51170000,Drugs affecting the gastrointestinal system,2
51171500,Antacids and antiflatulents,3
51171600,Laxatives,3
51171605,Lactulose,4
51171607,Psyllium hydrophilic muciloid,4
51171700,Antidiarrheals,3
51171800,Antiemetics and antinauseants and antivertigo agents,3
51171900,Antiulcer and related gastrointestinal GI drugs,3
51171901,Cimetidine,4
51171905,Cisapride,4
51182214,Misoprostol,4
51171962,Ursodeoxycholic acid or ursodiol,4
51180000,Hormones and hormone antagonists,2
51181500,Antidiabetic agents and hyperglycemic agents,3
51183801,Acarbose,4
51183603,Insulin,4
51181600,Thyroid and antithyroid drugs,3
51181604,Thyroid-stimulating hormone or thyrotropin or thyrotropin alfa,4
51181605,Methimazole,4
51181606,Propylthiouracil,4
51420000,Corticosteroids,2
51422303,Betamethasone,4
51422306,Dexamethasone,4
51422415,Hydrocortisone,4
51422315,Prednisolone,4
51350000,Estrogens and progestins and internal contraceptives,2
51351804,Estrogens conjugated,4
51352006,Levonorgestrel,4
51351511,Megestrol acetate,4
51181900,Gonadotropic hormones and ovarian stimulants and inhibitors,3
51181901,Choriogonadotropin alfa or chorionic gonadotropin,4
51182024,Danazol,4
51182000,Androgens and androgen inhibitors,3
51182002,Testosterone,4
51182100,Posterior pituitary hormones,3
51182101,Desmopressin,4
51182102,Argipressin or vasopressin,4
51182200,Drugs for inducing labor,3
51182201,Dinoprostone,4
51182202,Methylergometrine or methylergonovine,4
51182203,Oxytocin,4
51182300,Growth hormones and their inhibitors,3
51182302,Human growth hormone or somatotropin or somatropin,4
51182400,Calcium regulators and calcium salts,3
51191915,Calcium gluconate,4
51182406,Alendronic acid or alendronate sodium,4
51181613,Calcitonin,4
51190000,Agents affecting water and electrolytes,2
51191500,Diuretics,3
51191502,Chlortalidone or chlorthalidone,4
51191504,Bumetanide,4
51191507,Spironolactone,4
51191509,Mannitol,4
51191600,Electrolytes,3
51191602,Sodium chloride electrolytes,4
51191800,Potassium salts,3
51191802,Potassium chloride,4
51200000,Immunomodulating drugs,2
51201500,Immunosuppressants,3
51203401,Azathioprine,4
51203101,Ciclosporin or cyclosporine,4
51203203,Mycophenolate or mycophenolic acid,4
51202804,Tacrolimus,4
51201600,Vaccines and antigens and toxoids,3
51201604,Diphteria vaccine,4
51201606,Hemophilus influenzae vaccine,4
51201607,Hepatitis B virus vaccine,4
51201608,Influenza virus vaccine,4
51201609,Measles virus vaccine,4
51201610,Meningococcal vaccine,4
51201615,Pneumococcal vaccine,4
51201616,Poliovirus vaccine,4
51201617,Rabies vaccine,4
51201618,Rota virus vaccine,4
51201621,Tetanus vaccine,4
51201623,Typhoid vaccine,4
51201624,Varicella virus vaccine,4
51201625,Yellow fever vaccine,4
51192000,Antigout drugs,3
51192001,Allopurinol,4
51192002,Colchicine,4
51172300,Antidotes and emetics,3
51202206,Dexrazoxane,4
51401525,Flumazenil,4
51172305,Protamine sulfate,4
52000000,Domestic Appliances and Supplies and Consumer Electronic Products,1
52100000,Floor coverings,2
52101500,Rugs and mats,3
56100000,Accommodation furniture,2
56101500,Furniture,3
56101600,Outdoor furniture,3
52120000,Bedclothes and table and kitchen linen and towels,2
52121500,Bedclothes,3
52121501,Quilts,4
52121505,Pillows,4
52121508,Blankets,4
52121600,Table and kitchen linen and accessories,3
52121700,Towels,3
52130000,Window treatments,2
52131500,Curtains and draperies,3
52140000,Domestic appliances,2
52141500,Domestic kitchen appliances,3
52141501,Domestic refrigerators,4
52141502,Domestic microwave ovens,4
52141600,Domestic laundry appliances and supplies,3
52141700,Domestic bath appliances,3
52141800,Other domestic household appliances,3
52150000,Domestic kitchenware and kitchen supplies,2
52151500,Domestic disposable kitchenware,3
52151501,Domestic disposable cookware,4
52151504,Domestic disposable cups or glasses or lids,4
52151600,Domestic kitchen tools and utensils,3
52151700,Domestic flatware and cutlery,3
52151800,Domestic cookware,3
52151900,Domestic bakeware,3
52152000,Domestic dishes and servingware and storage containers,3
52152100,Domestic drink ware,3
52152101,Domestic coffee or tea cups,4
52160000,Consumer electronics,2
52161500,Audio and visual equipment,3
52161502,Cassette players or recorders,4
52161505,Televisions,4
45121515,Hand held camcorders or video cameras,4
52161511,Radios,4
46171616,Radar detectors,4
53000000,Apparel and Luggage and Personal Care Products,1
53100000,Clothing,2
53101500,Slacks and trousers and shorts,3
53101600,Shirts and blouses,3
53101700,Sweaters,3
53101800,Coats and jackets,3
53101900,Suits,3
53102000,Dresses and skirts and saris and kimonos,3
53102100,Overalls and coveralls,3
53102200,Folkloric clothing,3
53102300,Undergarments,3
53102305,Infant diapers,4
53102400,Hosiery,3
53102402,Socks,4
53102500,Clothing accessories,3
53102501,Belts or suspenders,4
53102504,Gloves or mittens,4
53102600,Nightwear,3
53110000,Footwear,2
53111500,Boots,3
53111501,Mens boots,4
53111502,Womens boots,4
53111503,Boys boots,4
53111504,Girls boots,4
53111505,Infants boots,4
53111600,Shoes,3
53111700,Slippers,3
53111800,Sandals,3
53111900,Athletic footwear,3
53120000,Luggage and handbags and packs and cases,2
53121500,Luggage,3
53121501,Garment bags,4
53121502,Luggage sets,4
53121503,Individual luggage pieces,4
53121600,Purses and handbags and bags,3
53121601,Handbags or purses,4
53121602,Duffel bags,4
53121603,Backpacks,4
53121700,Business cases,3
53121701,Briefcases,4
53121800,Travel kits and accessories,3
53121801,Travel kits,4
53121802,Travel carts,4
53130000,Personal care products,2
53131500,Dental,3
53131501,Mouthwash,4
53131502,Toothpaste,4
53131503,Toothbrushes,4
53131504,Dental floss,4
53131600,Bath and body,3
53131601,Shower caps,4
53131602,Hair care supplies,4
53131603,Razors,4
53131604,Hair combs or brushes,4
53131605,Vanity kits,4
53131606,Deodorants,4
53131607,Hand or body lotion or oil,4
53131608,Soaps,4
53131609,Sun protection products,4
53131610,Eye care supplies,4
53131611,Shaving creams,4
53131612,Bath gels,4
53131613,Facial care products,4
53131614,Foot care products,4
53131615,Feminine hygiene products,4
53131616,Para pharmaceutical creams or lotions,4
53131617,Manicure implements,4
53131618,Pedicure implements,4
54000000,Timepieces and Jewelry and Gemstone Products,1
54100000,Jewelry,2
54110000,Timepieces,2
54111500,Watches,3
54111501,Wrist watches,4
54111600,Clocks,3
54111601,Wall clocks,4
54111603,Free standing clocks,4
54111700,Watch or clock parts or accessories,3
54111701,Watch or clock dials,4
54120000,Gemstones,2
55000000,Published Products,1
55100000,Printed media,2
55101500,Printed publications,3
55101501,Charts or maps or atlases,4
55101502,Directories,4
55101503,Catalogs,4
55101504,Newspapers,4
55101505,Comic books,4
55101506,Magazines,4
55101507,Picture or drawing or coloring books for children,4
55101525,Encyclopedias,4
55101509,Educational or vocational textbooks,4
55101510,Leisure reading books,4
55101524,Reference books,4
55101526,Dictionaries,4
55101513,Trading cards,4
55101514,Sheet music,4
55101515,Promotional material or annual reports,4
55110000,Electronic reference material,2
55111500,Electronic publications and music,3
55111501,Electronic directories,4
55120000,Signage and accessories,2
55121500,Tags,3
55121501,Luggage tags,4
55121502,Security tags,4
55121503,Identification tags,4
55121600,Labels,3
55121601,Label removing kits,4
55121602,Clothing labels,4
55121604,Canning or bottling labels,4
55121605,Addressing or mailing labels,4
55121606,Self adhesive labels,4
55121607,Decals,4
55121608,Bar code labels,4
55121609,Packaging labels,4
55121700,Signage,3
55121701,Metallic nameplates,4
55121702,Non metallic nameplates,4
55121703,Illuminated signs,4
55121704,Safety signs,4
55121705,Self adhesive signs,4
55121706,Banners,4
55121707,Magnetic signs,4
55121708,Neon signs,4
55121903,Moving message signs,4
55121710,Traffic signs,4
55121904,Billboards,4
55121715,Flags or accessories,4
70000000,Farming and Fishing and Forestry and Wildlife Contracting Services,1
